1163590.0,2024-12-16 00:01:18
1163600.0,2024-12-16 00:06:56
1163710.0,2024-12-16 00:11:45
1163730.0,2024-12-16 00:18:13
1163810.0,2024-12-16 00:23:01
1163940.0,2024-12-16 00:27:49
1164010.0,2024-12-16 00:32:47
1164090.0,2024-12-16 00:37:41
1164190.0,2024-12-16 00:42:30
1164270.0,2024-12-16 00:47:18
1164360.0,2024-12-16 00:52:16
1164540.0,2024-12-16 00:57:20
1164660.0,2024-12-16 01:02:19
1164780.0,2024-12-16 01:07:13
1164960.0,2024-12-16 01:12:01
1165070.0,2024-12-16 01:17:08
1165250.0,2024-12-16 01:21:56
1165380.0,2024-12-16 01:29:17
1165710.0,2024-12-16 01:34:37
1166100.0,2024-12-16 01:43:09
1166370.0,2024-12-16 01:50:21
1166750.0,2024-12-16 01:57:33
1166940.0,2024-12-16 02:07:51
1167250.0,2024-12-16 02:10:27
1167430.0,2024-12-16 02:15:11
1167630.0,2024-12-16 02:19:39
1167850.0,2024-12-16 02:24:07
1168170.0,2024-12-16 02:31:24
1168410.0,2024-12-16 02:38:42
1175850.0,2024-12-16 14:10:16
1173940.0,2024-12-16 14:12:46
1173960.0,2024-12-16 14:20:05
1174400.0,2024-12-16 14:54:29
1174930.0,2024-12-16 14:59:09
1174920.0,2024-12-16 15:03:46
1175380.0,2024-12-16 15:08:40
1175290.0,2024-12-16 15:13:28
1175790.0,2024-12-16 15:18:16
1175540.0,2024-12-16 15:23:00
1175710.0,2024-12-16 15:27:53
1175840.0,2024-12-16 15:32:21
1175720.0,2024-12-16 15:37:09
1175660.0,2024-12-16 15:41:57
1176170.0,2024-12-16 15:46:45
1176180.0,2024-12-16 15:51:33
1176210.0,2024-12-16 15:56:21
1175990.0,2024-12-16 16:00:59
1176080.0,2024-12-16 16:05:46
1176090.0,2024-12-16 16:10:34
1175880.0,2024-12-16 16:15:12
1175710.0,2024-12-16 16:19:50
1176100.0,2024-12-16 16:24:43
1176180.0,2024-12-16 16:29:21
1175790.0,2024-12-16 16:34:08
1175780.0,2024-12-16 16:38:46
1175610.0,2024-12-16 16:43:23
1175500.0,2024-12-16 16:48:11
1174950.0,2024-12-16 16:52:49
1175350.0,2024-12-16 16:57:27
1175100.0,2024-12-16 17:02:14
1174540.0,2024-12-16 17:07:02
1174080.0,2024-12-16 17:11:55
1174240.0,2024-12-16 17:16:43
1173860.0,2024-12-16 17:21:30
1173840.0,2024-12-16 17:28:41
1173440.0,2024-12-16 17:38:28
1173170.0,2024-12-16 17:43:05
1173190.0,2024-12-16 17:50:07
1173020.0,2024-12-16 17:54:55
1172300.0,2024-12-16 17:59:32
1172640.0,2024-12-16 18:04:30
1172260.0,2024-12-16 18:09:29
1171460.0,2024-12-16 18:14:27
1210220.0,2024-12-16 18:19:16
1171370.0,2024-12-16 18:24:04
1171240.0,2024-12-16 18:28:41
1170870.0,2024-12-16 18:33:29
1170840.0,2024-12-16 18:38:17
1170310.0,2024-12-16 18:43:23
1169840.0,2024-12-16 18:48:15
1169690.0,2024-12-16 18:53:13
1169810.0,2024-12-16 18:58:20
1169640.0,2024-12-16 19:03:07
1169280.0,2024-12-16 19:07:56
1169440.0,2024-12-16 19:12:54
1169150.0,2024-12-16 19:17:52
1168610.0,2024-12-16 19:22:51
1168290.0,2024-12-16 19:27:39
1168350.0,2024-12-16 19:32:27
1168350.0,2024-12-16 19:37:04
1167720.0,2024-12-16 19:42:03
1167480.0,2024-12-16 19:47:01
1167480.0,2024-12-16 19:52:00
1167060.0,2024-12-16 19:56:37
1167050.0,2024-12-16 20:01:44
1166690.0,2024-12-16 20:06:11
1166570.0,2024-12-16 20:11:06
1166300.0,2024-12-16 20:23:05
1166140.0,2024-12-16 20:27:52
1165840.0,2024-12-16 20:32:40
1165910.0,2024-12-16 20:37:29
1165900.0,2024-12-16 20:42:16
1165780.0,2024-12-16 20:47:04
1165810.0,2024-12-16 20:51:42
1165760.0,2024-12-16 20:56:29
1165470.0,2024-12-16 21:01:17
1165440.0,2024-12-16 21:06:04
1165570.0,2024-12-16 21:10:58
1165210.0,2024-12-16 21:15:45
1165290.0,2024-12-16 21:26:26
1165290.0,2024-12-16 21:26:36
1165290.0,2024-12-16 21:26:46
1165290.0,2024-12-16 21:26:56
1164830.0,2024-12-16 23:01:17
1164670.0,2024-12-16 23:05:49
1164730.0,2024-12-16 23:18:24
1164830.0,2024-12-16 23:20:52
1164900.0,2024-12-16 23:25:53
1165000.0,2024-12-16 23:28:37
1165010.0,2024-12-16 23:31:01
1165070.0,2024-12-16 23:33:32
1165100.0,2024-12-16 23:36:01
1165120.0,2024-12-16 23:38:29
1166690.0,2024-12-17 02:15:34
1169060.0,2024-12-17 02:20:23
1169190.0,2024-12-17 02:25:00
1169310.0,2024-12-17 02:30:16
1169490.0,2024-12-17 02:35:15
1169670.0,2024-12-17 02:40:04
1169800.0,2024-12-17 02:44:42
1169980.0,2024-12-17 02:49:29
1170140.0,2024-12-17 02:54:07
1170340.0,2024-12-17 02:58:44
1170480.0,2024-12-17 03:03:32
1170630.0,2024-12-17 03:08:10
1170750.0,2024-12-17 03:12:47
1170840.0,2024-12-17 03:15:20
1169300.0,2024-12-17 03:56:03
1169670.0,2024-12-17 03:58:46
1169760.0,2024-12-17 04:01:01
1169860.0,2024-12-17 04:03:26
1169920.0,2024-12-17 04:05:51
1170050.0,2024-12-17 04:08:15
1170130.0,2024-12-17 04:10:30
1170200.0,2024-12-17 04:12:55
1170300.0,2024-12-17 04:15:20
1170350.0,2024-12-17 04:17:46
1170430.0,2024-12-17 04:20:09
1170480.0,2024-12-17 04:22:24
1170560.0,2024-12-17 04:24:59
1170650.0,2024-12-17 04:27:14
1170750.0,2024-12-17 04:29:39
1170850.0,2024-12-17 04:32:04
1170930.0,2024-12-17 04:34:45
1171050.0,2024-12-17 04:37:10
1171100.0,2024-12-17 04:39:28
1171200.0,2024-12-17 04:41:49
1171330.0,2024-12-17 04:44:24
1171420.0,2024-12-17 04:46:39
1171540.0,2024-12-17 04:49:04
1171620.0,2024-12-17 04:51:30
1171730.0,2024-12-17 04:53:54
1171800.0,2024-12-17 04:56:18
1171920.0,2024-12-17 04:58:43
1172020.0,2024-12-17 05:01:19
1172100.0,2024-12-17 05:03:33
1172180.0,2024-12-17 05:06:14
1172270.0,2024-12-17 05:08:40
1172410.0,2024-12-17 05:11:04
1172500.0,2024-12-17 05:13:34
1172590.0,2024-12-17 05:15:59
1172690.0,2024-12-17 05:18:14
1172760.0,2024-12-17 05:20:28
1172880.0,2024-12-17 05:22:53
1172990.0,2024-12-17 05:25:18
1173110.0,2024-12-17 05:27:43
1173180.0,2024-12-17 05:29:57
1173310.0,2024-12-17 05:32:22
1173440.0,2024-12-17 05:34:52
1173540.0,2024-12-17 05:37:17
1173660.0,2024-12-17 05:39:47
1173770.0,2024-12-17 05:42:12
1173830.0,2024-12-17 05:44:48
1173920.0,2024-12-17 05:47:12
1174010.0,2024-12-17 05:49:53
1174130.0,2024-12-17 05:52:18
1174260.0,2024-12-17 05:54:54
1174350.0,2024-12-17 05:57:09
1174440.0,2024-12-17 05:59:33
1174520.0,2024-12-17 06:02:03
1174640.0,2024-12-17 06:04:18
1174670.0,2024-12-17 06:06:54
1174800.0,2024-12-17 06:09:18
1174870.0,2024-12-17 06:12:02
1175000.0,2024-12-17 06:14:21
1175100.0,2024-12-17 06:16:43
1175170.0,2024-12-17 06:19:24
1175310.0,2024-12-17 06:21:50
1175420.0,2024-12-17 06:24:14
1175510.0,2024-12-17 06:26:38
1175650.0,2024-12-17 06:29:05
1175760.0,2024-12-17 06:31:34
1175840.0,2024-12-17 06:33:59
1175940.0,2024-12-17 06:36:24
1176030.0,2024-12-17 06:38:48
1176100.0,2024-12-17 06:41:15
1176210.0,2024-12-17 06:43:38
1176290.0,2024-12-17 06:46:13
1176500.0,2024-12-17 06:48:49
1176570.0,2024-12-17 06:51:16
1176670.0,2024-12-17 06:53:38
1176760.0,2024-12-17 06:56:16
1176910.0,2024-12-17 06:58:39
1177020.0,2024-12-17 07:01:04
1177060.0,2024-12-17 07:03:30
1177200.0,2024-12-17 07:05:53
1177270.0,2024-12-17 07:08:19
1177380.0,2024-12-17 07:10:44
1177480.0,2024-12-17 07:13:09
1177590.0,2024-12-17 07:15:33
1177680.0,2024-12-17 07:17:59
1177820.0,2024-12-17 07:20:23
1177910.0,2024-12-17 07:22:48
1178000.0,2024-12-17 07:25:02
1178050.0,2024-12-17 07:27:28
1178100.0,2024-12-17 07:29:51
1178180.0,2024-12-17 07:32:06
1178310.0,2024-12-17 07:34:46
1178430.0,2024-12-17 07:37:03
1178500.0,2024-12-17 07:39:27
1178640.0,2024-12-17 07:41:52
1178680.0,2024-12-17 07:44:16
1178740.0,2024-12-17 07:46:52
1178840.0,2024-12-17 07:49:16
1178930.0,2024-12-17 07:51:42
1179030.0,2024-12-17 07:54:07
1179100.0,2024-12-17 07:56:31
1179220.0,2024-12-17 07:59:03
1179300.0,2024-12-17 08:01:18
1179410.0,2024-12-17 08:03:43
1179580.0,2024-12-17 08:06:07
1179720.0,2024-12-17 08:08:32
1179820.0,2024-12-17 08:10:56
1179890.0,2024-12-17 08:13:11
1179980.0,2024-12-17 08:15:36
1180060.0,2024-12-17 08:18:01
1180150.0,2024-12-17 08:20:25
1180190.0,2024-12-17 08:22:40
1180280.0,2024-12-17 08:25:05
1180390.0,2024-12-17 08:27:30
1180460.0,2024-12-17 08:29:54
1180520.0,2024-12-17 08:32:09
1180650.0,2024-12-17 08:34:39
1180840.0,2024-12-17 08:36:55
1180930.0,2024-12-17 08:39:19
1181050.0,2024-12-17 08:41:44
1181160.0,2024-12-17 08:44:09
1181270.0,2024-12-17 08:46:35
1181360.0,2024-12-17 08:48:48
1181450.0,2024-12-17 08:51:18
1181490.0,2024-12-17 08:53:54
1181620.0,2024-12-17 08:56:18
1181660.0,2024-12-17 08:58:43
1181780.0,2024-12-17 09:01:19
1181890.0,2024-12-17 09:03:43
1182020.0,2024-12-17 09:06:19
1182140.0,2024-12-17 09:09:00
1182200.0,2024-12-17 09:11:27
1182290.0,2024-12-17 09:13:50
1182380.0,2024-12-17 09:16:15
1182490.0,2024-12-17 09:18:41
1182570.0,2024-12-17 09:20:54
1182590.0,2024-12-17 09:23:29
1182670.0,2024-12-17 09:25:45
1182720.0,2024-12-17 09:28:09
1182780.0,2024-12-17 09:30:34
1182910.0,2024-12-17 09:33:09
1183020.0,2024-12-17 09:35:40
1183100.0,2024-12-17 09:38:05
1183250.0,2024-12-17 09:40:29
1183320.0,2024-12-17 09:43:04
1183410.0,2024-12-17 09:45:19
1183510.0,2024-12-17 09:47:55
1183600.0,2024-12-17 09:50:09
1183730.0,2024-12-17 09:52:34
1183830.0,2024-12-17 09:54:58
1183870.0,2024-12-17 09:57:13
1184000.0,2024-12-17 09:59:38
1184080.0,2024-12-17 10:02:03
1184150.0,2024-12-17 10:04:17
1184290.0,2024-12-17 10:06:43
1184390.0,2024-12-17 10:09:19
1184480.0,2024-12-17 10:11:33
1184580.0,2024-12-17 10:13:58
1184650.0,2024-12-17 10:16:22
1184750.0,2024-12-17 10:18:37
1184770.0,2024-12-17 10:21:02
1184870.0,2024-12-17 10:23:27
1184980.0,2024-12-17 10:25:52
1185090.0,2024-12-17 10:28:16
1185160.0,2024-12-17 10:30:31
1185270.0,2024-12-17 10:32:56
1185310.0,2024-12-17 10:35:20
1185400.0,2024-12-17 10:37:59
1185480.0,2024-12-17 10:40:21
1185610.0,2024-12-17 10:42:46
1185640.0,2024-12-17 10:45:22
1185710.0,2024-12-17 10:47:36
1185750.0,2024-12-17 10:50:01
1185890.0,2024-12-17 10:52:26
1185950.0,2024-12-17 10:54:51
1186060.0,2024-12-17 10:57:15
1186110.0,2024-12-17 10:59:41
1186210.0,2024-12-17 11:02:16
