start date,end date,data source,R,t0,P2P raw,P2P corrected,P2P simple,P2P no t0,degrees per lb,offset,data points,temp raw ptptemp corr ptp
2025-01-08,2025-01-09,temp,0.0025,6.5,0.8361870611459921,0.24793185438286258,0.8889226359944971,0.3073396281845149,-0.08391185577018594,52.917640748246214,616,21.8149,9.45130327804641
2025-01-09,2025-01-10,temp,0.0025,-1.0,1.169025787181937,0.29772364848613364,1.2035479986317128,0.4229434793195139,-0.9066967625238506,78.44128401507749,622,5.424800000000001,1.3839386281579955
2025-01-10,2025-01-11,temp,0.0025,-4.5,1.4935003035786352,0.4174341074244765,1.012964618313461,1.7093309861086894,-0.4424536330634131,62.25701670874664,606,14.0928,3.958790770568882
2025-01-11,2025-01-12,temp,0.01489999999999998,14.5,1.6785675252885852,1.5724324146772588,1.5210640509860056,1.5916716296785438,0.0235138338051552,49.206304392334324,636,39.788,31.165781544497772
2024-12-18,2024-12-19,thermo,0.0033999999999999985,1.0,0.9660942507995998,0.8045041942594793,0.8741558632302571,0.8070068047094736,0.014570930384844324,49.263534295513985,576,29.137500000000003,17.15471763111944
2024-12-19,2024-12-20,thermo,0.011199999999999986,8.0,0.9522055261703599,0.20210060934565632,0.7543040678341058,0.33796687095674827,-0.041988896970905014,52.092123217403476,563,32.175,23.310360873697796
2024-12-20,2024-12-21,thermo,0.005199999999999995,-9.5,1.3351854777454832,0.3513354460613982,1.207717192948472,0.6675894822217714,-0.09076586005820644,54.223529895284564,587,32.175,13.288153661712869
2024-12-21,2024-12-22,thermo,0.010699999999999986,3.5,1.260105968104348,0.15147531858013963,1.134695669329588,0.24051417768448857,-0.05471330548976268,52.673311711481674,592,34.425,25.125831415562203
2024-12-22,2024-12-23,thermo,0.0025,-6.5,1.809401297336187,1.0214201583701765,1.6252769138824448,1.5875719915943094,-0.47353355648198275,75.96867294279016,266,34.875,4.517152934292781
2024-12-23,2024-12-24,thermo,0.0025,11.5,0.4762571964059177,0.2001112424389575,0.6334816655258635,0.6343838039482605,-0.5872770361964024,94.3818024043163,100,17.2125,1.1640881995702017
2024-12-24,2024-12-25,thermo,0.01489999999999998,1.5,2.0580375942268745,0.2518342790040293,0.9849702058092902,0.2578211656943026,-0.11448563485359758,55.92365434284927,591,17.324999999999996,17.980634025427925
2024-12-25,2024-12-26,thermo,0.0025,-5.5,1.0418367919248013,0.16772386078942247,0.7495045198881698,0.6797670275088663,-0.21672003525100492,60.2850635616892,591,12.9375,5.698221617574632
2024-12-26,2024-12-27,thermo,0.0025,-6.5,1.0924789117621856,0.4456837713463315,0.7891240351931685,1.0370032517690433,-0.3418917308323288,66.270442930389,584,16.987500000000004,3.522927312025722
2024-12-27,2024-12-28,thermo,0.01489999999999998,1.5,0.7770167026991359,0.32771943777920143,0.41126182006185985,0.33099675242633,-0.043228427596171584,52.38741677173679,580,21.262499999999996,16.027149281609844
2024-12-28,2024-12-29,thermo,0.01489999999999998,6.5,0.8887150470295282,0.08334754687595591,0.26278812261242734,0.2209827957917554,-0.040235681297400246,52.34424549519715,375,18.112499999999997,20.846094830398705
2024-12-29,2024-12-30,thermo,0.0025,0.0,77.99547258327298,0.1438210730993319,10.408231112188155,0.1438210730993319,-471.1160169578769,28272.449783626886,22,16.650000000000006,0.20759551965257117
2024-12-30,2024-12-31,thermo,0.0025,11.0,55.30366415174858,8.302487302436013,19.56912414963682,19.013043020876296,5.953156574776059,-345.41295577890156,216,18.89999999999999,2.0823834889051085
2024-12-31,2025-01-01,thermo,0.008099999999999991,-7.5,1.1711248413765887,0.16189505384402025,0.8218342064570976,0.2501883577618145,-0.05561467733764942,52.876329148939206,601,31.837500000000006,19.506672895463275
2025-01-01,2025-01-02,thermo,0.006399999999999993,-8.0,1.0822590693636513,0.12229724254497398,1.006567501861376,0.49134002052274894,-0.10237205445303374,54.19413192152799,593,21.375,10.83963420283606
2025-01-02,2025-01-03,thermo,0.011199999999999986,-4.5,1.7353562454866207,0.3757039954730814,1.121630578898781,0.39250799843859596,-0.06765123142959734,52.93677374585607,609,38.474999999999994,28.872129717777433
2025-01-03,2025-01-04,thermo,0.0025,-9.0,2.0750549482041976,0.9509230672861761,1.777648425117448,1.4894718221294312,-0.5596467499425196,80.91907150574147,318,31.16250000000001,3.4220138112358853
2025-01-04,2025-01-05,thermo,0.0028999999999999994,-7.5,1.352044287459023,0.20474437456201144,0.9894507917669841,0.8581625381760318,-0.22929803766046739,61.457405313849115,597,25.425000000000004,5.22136919265067
2025-01-05,2025-01-06,thermo,0.01489999999999998,14.5,0.9764323400038677,0.8646229560043963,0.9096472653105678,0.8920141437660405,-0.015024043691441823,50.795310087407934,620,34.7625,46.328850147693736
2025-01-06,2025-01-07,thermo,0.004199999999999997,0.5,0.9587418276657118,0.10190588299208514,0.9290393428263926,0.11367738119072612,-0.09703663895382508,52.938348869892366,601,28.687499999999996,9.940817543818067
2025-01-07,2025-01-08,thermo,0.011499999999999984,-4.5,0.5812212203115834,0.06290827319444503,0.4638207746219223,0.1533732416481186,-0.041786068120844545,51.4391436529275,618,21.150000000000002,14.733004177745311
2025-01-08,2025-01-09,thermo,0.0025,7.5,0.8361459984242572,0.2493884611566486,0.8889332988958571,0.285675504033712,-0.07301479533013082,52.7625289438701,616,17.325,10.914921764639182
2025-01-09,2025-01-10,thermo,0.0025,-3.0,1.1687398133028708,0.25814558350725747,1.2158534579403977,0.5403217977693799,-1.0312613532378547,83.74499378897316,621,6.637500000000003,1.2476630104036275
2025-01-10,2025-01-11,thermo,0.0025,-6.0,1.5109352088783439,0.3538013292371289,1.061493641423489,1.251896545117667,-0.2937681357827726,58.43724340575067,606,15.187499999999996,5.875451236640423
2025-01-11,2025-01-12,thermo,0.01489999999999998,14.5,1.6791776615466318,1.6077087696857149,1.5284743040774202,1.6180556750283017,0.02460242284663602,49.156293244609586,609,37.6875,29.53938043835674
