start date,end date,data source,R,t0,P2P raw,P2P corrected,P2P simple,P2P no t0,data points
2024-12-17,2024-12-19,temp,0.01489999999999998,1.0,1.2557004217204124,0.9903691384551507,1.198180762072873,1.0026461643146973,1058
2024-12-18,2024-12-20,temp,0.011999999999999985,-12.0,1.068461267276568,0.9488144258510758,1.032856010286494,1.0158467005435199,1147
2024-12-19,2024-12-21,temp,0.002999999999999999,5.5,1.3711687473646705,0.5148006758218386,1.4606279424752415,0.6273981592990765,1232
2024-12-20,2024-12-22,temp,0.004099999999999998,-5.0,1.3663052645543488,0.4644692100553556,1.4064065535679688,0.5515065865917492,1254
2024-12-21,2024-12-23,temp,0.0025,11.0,1.8124283980160811,1.414216853899788,1.7404967772285147,1.460878536340779,859
2024-12-22,2024-12-24,temp,0.0025,-0.5,1.8150348082924168,1.1286137815195616,1.7005321620133884,1.1483000140442527,367
2024-12-23,2024-12-25,temp,0.013299999999999982,14.5,2.593376082751817,0.46350687342275876,2.0672408695804307,1.041426365906382,691
2024-12-24,2024-12-26,temp,0.01489999999999998,-2.5,2.0655962128669287,0.7558065598039718,1.4254199831494319,0.7645361056419802,1183
2024-12-25,2024-12-27,temp,0.0025,-7.0,1.8501201661531752,0.6028874090363701,1.7136898788106194,1.614812999316868,1176
2024-12-26,2024-12-28,temp,0.0025,-0.5,1.458415920127777,0.693597855406729,1.2016365307348167,0.7084524055816672,1164
2024-12-27,2024-12-29,temp,0.01489999999999998,7.5,1.151876806966328,0.5850160133620292,0.6509378238866148,0.618598426775776,955
2024-12-28,2024-12-30,temp,0.0025,-7.0,53.453601786033104,6.301294948357224,30.113275830705035,18.637797769288525,397
2024-12-29,2024-12-31,temp,0.0025,14.5,60.93719328823793,2.050704244688447,29.1218977064198,8.977687328238282,238
2024-12-30,2025-01-01,temp,0.0025,14.5,52.04881754006922,39.736395589839525,48.047961124010925,46.35139465497594,822
2024-12-31,2025-01-02,temp,0.00879999999999999,-7.0,1.5913768919439732,0.4208315623671979,1.2535761190830996,0.48729158828828645,1210
2025-01-01,2025-01-03,temp,0.007799999999999991,-6.5,2.1190229461564485,0.4749528561741698,1.482572647944032,0.5447212963840329,1217
2025-01-02,2025-01-04,temp,0.012799999999999983,14.5,2.167136297447584,1.548509233671325,2.118897617753227,1.5807740922746376,932
2025-01-03,2025-01-05,temp,0.0054999999999999945,-0.5,2.0675738876040697,1.291298529360013,2.016781732614078,1.293339588048461,922
2025-01-04,2025-01-06,temp,0.0025,-12.0,1.4977961800941628,1.39478987304809,1.49328989885732,1.5145801041458853,1224
2025-01-05,2025-01-07,temp,0.014299999999999981,14.5,1.0785784607934303,0.8552134581426571,1.0596147668064617,0.871300654231824,1223
2025-01-06,2025-01-08,temp,0.003599999999999998,-0.5,0.9696919044369707,0.2507145386029279,0.9949976769873672,0.25405296888776263,1221
2024-12-18,2024-12-20,thermo,0.003699999999999998,14.0,1.0683850428636816,0.9931213825442029,0.9588223279116193,1.0506324633072452,1140
2024-12-19,2024-12-21,thermo,0.007499999999999991,4.5,1.3708493712745593,0.6072528351329183,1.3250823670053578,0.6174345356004665,1150
2024-12-20,2024-12-22,thermo,0.004399999999999997,-10.5,1.3659749057678496,0.4187907990835029,1.3942752104225704,0.763524240752794,1179
2024-12-21,2024-12-23,thermo,0.0025,5.0,1.8124689555542233,1.462421158111809,1.6544482479337077,1.480265935415403,858
2024-12-22,2024-12-24,thermo,0.0025,-7.0,1.8151372946873963,1.2409554936187561,1.5100759840504452,1.5960030928671642,366
2024-12-23,2024-12-25,thermo,0.01489999999999998,14.5,2.593376082751817,0.39565937134309337,1.6406971168738167,0.9158540386899787,691
2024-12-24,2024-12-26,thermo,0.01489999999999998,-6.5,2.0656006008443057,0.7786408597850141,0.9987140559211412,0.7960777545157285,1182
2024-12-25,2024-12-27,thermo,0.0025,-12.0,1.8501408907445906,0.6793437537630069,1.6004968610540544,1.6345823387844547,1175
2024-12-26,2024-12-28,thermo,0.012799999999999983,-10.5,1.458415920127777,0.7300139761212066,1.1042204726936333,1.0909187591520393,1164
2024-12-27,2024-12-29,thermo,0.01489999999999998,3.5,1.151876806966328,0.642464747634186,0.5697723508097212,0.6484953605205206,955
2024-12-28,2024-12-30,thermo,0.0025,-9.0,53.453601786033104,6.255645233891677,26.924748749784428,25.25184904847152,397
2024-12-29,2024-12-31,thermo,0.0025,12.5,60.938027858152644,0.8257932002344148,27.63013819560554,6.6037281011674125,238
2024-12-30,2025-01-01,thermo,0.0025,14.5,52.06086435039875,39.58755381477903,48.380665641025615,49.96274899596779,817
2024-12-31,2025-01-02,thermo,0.011099999999999987,-10.5,1.5913606935474434,0.2911150113252319,1.0635603989799307,0.4004360960700595,1194
2025-01-01,2025-01-03,thermo,0.009699999999999988,-11.5,2.11909129879686,0.5952481496208861,1.171335413053015,0.8660959535566661,1209
2025-01-02,2025-01-04,thermo,0.01489999999999998,7.5,2.1669693191977473,1.4331402685130854,2.155382794693047,1.440491560408276,927
2025-01-03,2025-01-05,thermo,0.00849999999999999,-4.5,2.0683447576906175,1.2784109555197105,1.73609766559251,1.2942670743633613,917
2025-01-04,2025-01-06,thermo,0.004199999999999997,14.0,1.4984796437701107,1.4542675776746137,1.473198811663167,1.5151558521318123,1223
2025-01-05,2025-01-07,thermo,0.01489999999999998,14.5,1.0785606306713547,0.8657225745257975,0.9864046233930992,0.8842803487045998,1221
2025-01-06,2025-01-08,thermo,0.005299999999999996,1.0,0.9696706463646976,0.2113755510050126,0.9402494759723368,0.2633322601312784,1219
